hotel,is_canceled,lead_time,arrival_date_year,Fee
City Hotel,1,255,2016,6920
City Hotel,1,220,2016,5712
City Hotel,1,10,2016,2236
City Hotel,1,292,2016,3508
City Hotel,1,283,2016,6783
City Hotel,1,260,2016,3983
City Hotel,1,2,2016,1340
City Hotel,1,238,2016,6839
City Hotel,1,267,2016,6387
City Hotel,1,204,2016,1861
City Hotel,1,269,2016,1245
City Hotel,1,267,2016,7601
City Hotel,1,18,2016,90
City Hotel,1,18,2016,6059
City Hotel,1,331,2016,691
City Hotel,1,238,2016,982
City Hotel,1,280,2016,1949
City Hotel,1,40,2016,5851
City Hotel,1,18,2016,2899
City Hotel,1,19,2016,1229
City Hotel,1,240,2016,1563
City Hotel,1,19,2016,6668
City Hotel,1,226,2016,3227
City Hotel,1,251,2016,7310
City Hotel,1,26,2017,5600
City Hotel,1,70,2017,818
City Hotel,1,187,2017,4691
City Hotel,1,187,2017,6835
City Hotel,1,46,2017,4364
City Hotel,1,46,2017,4635
City Hotel,1,82,2017,1424
City Hotel,1,46,2017,6917
City Hotel,1,46,2017,2123
City Hotel,1,46,2017,4614
City Hotel,1,46,2017,7819
City Hotel,1,46,2017,7336
City Hotel,1,46,2017,3894
City Hotel,1,46,2017,4515
City Hotel,1,46,2017,7415
City Hotel,1,46,2017,1575
City Hotel,1,46,2017,5409
City Hotel,1,46,2017,5084
City Hotel,1,46,2017,4171
City Hotel,1,46,2017,3895
City Hotel,1,46,2017,2809
City Hotel,1,46,2017,4012
City Hotel,1,46,2017,861
City Hotel,1,46,2017,6900
City Hotel,1,42,2017,7703
City Hotel,1,12,2017,2503
City Hotel,1,26,2017,5060
City Hotel,1,101,2017,1318
City Hotel,1,67,2017,3873
City Hotel,1,101,2017,6750
City Hotel,1,3,2017,5827
City Hotel,1,12,2017,3998
City Hotel,1,9,2017,1044
City Hotel,1,252,2017,3619
City Hotel,1,260,2017,4583
City Hotel,1,142,2017,4296
City Hotel,1,74,2017,4891
City Hotel,1,189,2017,1575
City Hotel,1,37,2017,3484
City Hotel,1,39,2017,3208
City Hotel,1,123,2017,6295
City Hotel,1,49,2017,4450
City Hotel,1,49,2017,6408
City Hotel,1,49,2017,2802
City Hotel,1,124,2017,5898
City Hotel,1,60,2017,1224
City Hotel,1,11,2017,177
City Hotel,1,93,2017,5577
City Hotel,1,71,2017,6851
City Hotel,1,29,2017,6084
City Hotel,1,93,2017,2854
City Hotel,1,11,2017,5416
City Hotel,1,47,2017,7018
City Hotel,1,5,2017,1066
City Hotel,1,50,2017,3944
City Hotel,1,78,2017,5871
City Hotel,1,77,2017,2721
City Hotel,1,306,2017,6731
City Hotel,1,77,2017,6500
City Hotel,1,21,2017,3730
City Hotel,1,39,2017,4735
City Hotel,1,38,2017,1672
City Hotel,1,306,2017,2541
City Hotel,1,4,2017,115
City Hotel,1,15,2017,2627
City Hotel,1,33,2017,3954
City Hotel,1,111,2017,4957
City Hotel,1,38,2017,2068
City Hotel,1,49,2017,4579
City Hotel,1,203,2017,2648
City Hotel,1,306,2017,1755
City Hotel,1,306,2017,1173
City Hotel,1,138,2017,7887
City Hotel,1,6,2017,654
City Hotel,1,268,2017,837
City Hotel,1,113,2017,4163
City Hotel,1,268,2017,3274
City Hotel,1,335,2017,1487
City Hotel,1,335,2017,233
City Hotel,1,204,2017,3263
City Hotel,1,231,2017,4954
City Hotel,1,15,2017,6980
City Hotel,1,75,2017,7686
City Hotel,1,210,2017,5695
City Hotel,1,231,2017,3968
City Hotel,1,335,2017,4542
City Hotel,1,32,2017,3368
City Hotel,1,177,2017,2119
City Hotel,1,29,2017,6336
City Hotel,1,50,2017,6858
City Hotel,1,27,2017,5222
City Hotel,1,29,2017,4954
City Hotel,1,54,2017,4234
City Hotel,1,29,2017,7112
City Hotel,1,2,2017,6675
City Hotel,1,29,2017,664
City Hotel,1,50,2017,6400
City Hotel,1,221,2017,2379
City Hotel,1,22,2017,7500
City Hotel,1,54,2017,3375
City Hotel,1,20,2017,1443
City Hotel,1,43,2017,2518
City Hotel,1,40,2017,6039
City Hotel,1,9,2017,4738
City Hotel,1,40,2017,7261
City Hotel,1,133,2017,1432
City Hotel,1,15,2017,6563
City Hotel,1,124,2017,6999
City Hotel,1,64,2017,2437
City Hotel,1,20,2017,2346
City Hotel,1,93,2017,1792
City Hotel,1,70,2017,796
City Hotel,1,226,2017,5154
City Hotel,1,139,2017,1196
City Hotel,1,100,2017,2847
City Hotel,1,12,2017,6375
City Hotel,1,36,2017,789
City Hotel,1,16,2017,7013
City Hotel,1,128,2017,3697
City Hotel,1,46,2017,5678
City Hotel,1,46,2017,3904
City Hotel,1,76,2017,6086
City Hotel,1,328,2017,6008
City Hotel,1,28,2017,3341
City Hotel,1,78,2017,2508
City Hotel,1,36,2017,2320
City Hotel,1,45,2017,7881
City Hotel,1,45,2017,5096
City Hotel,1,108,2017,3348
City Hotel,1,20,2017,4783
City Hotel,1,86,2017,3242
City Hotel,1,86,2017,5548
City Hotel,1,33,2017,1384
City Hotel,1,44,2017,2507
City Hotel,1,73,2017,1428
City Hotel,1,250,2017,7239
City Hotel,1,94,2017,542
City Hotel,1,23,2017,2577
City Hotel,1,9,2017,5095
City Hotel,1,73,2017,3860
City Hotel,1,195,2017,3460
City Hotel,1,78,2017,4293
City Hotel,1,40,2017,5576
City Hotel,1,113,2017,6125
City Hotel,1,108,2017,2687
City Hotel,1,218,2017,6426
City Hotel,1,130,2017,2125
City Hotel,1,11,2017,7430
City Hotel,1,545,2017,3627
City Hotel,1,545,2017,4858
City Hotel,1,545,2017,1517
City Hotel,1,545,2017,1162
City Hotel,1,545,2017,7413
City Hotel,1,545,2017,7402
City Hotel,1,545,2017,7982
City Hotel,1,545,2017,1626
City Hotel,1,545,2017,219
City Hotel,1,545,2017,7621
City Hotel,1,545,2017,3796
City Hotel,1,545,2017,314
City Hotel,1,545,2017,762
City Hotel,1,545,2017,4353
City Hotel,1,545,2017,5087
City Hotel,1,545,2017,4788
City Hotel,1,545,2017,5652
City Hotel,1,41,2017,4028
City Hotel,1,65,2017,7942
City Hotel,1,65,2017,469
City Hotel,1,65,2017,3768
City Hotel,1,41,2017,4220
City Hotel,1,17,2017,282
City Hotel,1,28,2017,6881
City Hotel,1,15,2017,7195
City Hotel,1,43,2017,3894
City Hotel,1,31,2017,6100
City Hotel,1,31,2017,7284
City Hotel,1,31,2017,4430
City Hotel,1,16,2017,262
City Hotel,1,40,2017,4848
City Hotel,1,9,2017,3839
City Hotel,1,41,2017,5247
City Hotel,1,21,2017,4542
City Hotel,1,32,2017,1257
City Hotel,1,29,2017,6867
City Hotel,1,19,2017,7328
City Hotel,1,25,2017,6294
City Hotel,1,32,2017,68
City Hotel,1,32,2017,1629
City Hotel,1,356,2017,844
City Hotel,1,54,2017,3093
City Hotel,1,103,2017,7041
City Hotel,1,52,2017,5927
City Hotel,1,52,2017,7969
City Hotel,1,98,2017,694
City Hotel,1,103,2017,5426
City Hotel,1,356,2017,5072
City Hotel,1,91,2017,5423
City Hotel,1,42,2017,7857
City Hotel,1,33,2017,4829
City Hotel,1,33,2017,3929
City Hotel,1,10,2017,3705
City Hotel,1,10,2017,6593
City Hotel,1,42,2017,4183
City Hotel,1,18,2017,1920
City Hotel,1,42,2017,1500
City Hotel,1,18,2017,576
City Hotel,1,121,2017,6413
City Hotel,1,10,2017,6329
City Hotel,1,13,2017,6378
City Hotel,1,33,2017,1864
City Hotel,1,0,2017,7836
City Hotel,1,38,2017,2288
City Hotel,1,37,2017,5199
City Hotel,1,121,2017,2098
City Hotel,1,146,2017,6951
City Hotel,1,75,2017,6465
City Hotel,1,22,2017,5800
City Hotel,1,23,2017,5634
City Hotel,1,32,2017,110
City Hotel,1,74,2017,4654
City Hotel,1,43,2017,3385
City Hotel,1,28,2017,3556
City Hotel,1,30,2017,6049
City Hotel,1,2,2017,2490
City Hotel,1,129,2017,299
City Hotel,1,129,2017,1243
City Hotel,1,129,2017,5052
City Hotel,1,129,2017,1718
City Hotel,1,129,2017,5655
City Hotel,1,139,2017,449
City Hotel,1,129,2017,7565
City Hotel,1,129,2017,3692
City Hotel,1,129,2017,5857
City Hotel,1,10,2017,6479
City Hotel,1,129,2017,7795
City Hotel,1,129,2017,2228
City Hotel,1,158,2017,7724
City Hotel,1,129,2017,4463
City Hotel,1,129,2017,7289
City Hotel,1,129,2017,5039
City Hotel,1,129,2017,6367
City Hotel,1,158,2017,5400
City Hotel,1,129,2017,6753
City Hotel,1,129,2017,7159
City Hotel,1,129,2017,5996
City Hotel,1,75,2017,7500
City Hotel,1,129,2017,2175
City Hotel,1,129,2017,5845
City Hotel,1,129,2017,5455
City Hotel,1,129,2017,2414
City Hotel,1,129,2017,6312
City Hotel,1,129,2017,3383
City Hotel,1,205,2017,762
City Hotel,1,129,2017,2775
City Hotel,1,129,2017,2697
City Hotel,1,129,2017,5141
City Hotel,1,129,2017,5835
City Hotel,1,129,2017,3628
City Hotel,1,129,2017,7882
City Hotel,1,49,2017,2503
City Hotel,1,142,2017,1217
City Hotel,1,19,2017,5234
City Hotel,1,64,2017,3837
City Hotel,1,14,2017,1719
City Hotel,1,14,2017,4843
City Hotel,1,45,2017,4497
City Hotel,1,38,2017,5995
City Hotel,1,41,2017,3529
City Hotel,1,274,2017,3497
City Hotel,1,62,2017,1851
City Hotel,1,274,2017,4493
City Hotel,1,65,2017,2074
City Hotel,1,274,2017,4966
City Hotel,1,39,2017,3204
City Hotel,1,39,2017,4224
City Hotel,1,23,2017,3821
City Hotel,1,45,2017,4158
City Hotel,1,21,2017,4623
City Hotel,0,0,2017,6600
City Hotel,1,16,2017,6826
City Hotel,1,22,2017,1911
City Hotel,1,0,2017,6828
City Hotel,1,52,2017,479
City Hotel,1,11,2017,7854
City Hotel,1,4,2017,6676
City Hotel,1,94,2017,1680
City Hotel,1,15,2017,5131
City Hotel,1,3,2017,4270
City Hotel,1,247,2017,5158
City Hotel,1,49,2017,5076
City Hotel,1,50,2017,1948
City Hotel,1,20,2017,3252
City Hotel,1,8,2017,4784
City Hotel,1,8,2017,6926
City Hotel,1,136,2017,3135
City Hotel,1,48,2017,4886
City Hotel,1,47,2017,4285
City Hotel,1,45,2017,7911
City Hotel,1,21,2017,3626
City Hotel,1,552,2017,7499
City Hotel,1,37,2017,4864
City Hotel,1,552,2017,3868
City Hotel,1,552,2017,1438
City Hotel,1,552,2017,3108
City Hotel,1,65,2017,1213
City Hotel,1,552,2017,7916
City Hotel,1,552,2017,3073
City Hotel,1,65,2017,6228
City Hotel,1,20,2017,6082
City Hotel,1,552,2017,1127
City Hotel,1,552,2017,939
City Hotel,1,552,2017,617
City Hotel,1,552,2017,7119
City Hotel,1,552,2017,1808
City Hotel,1,47,2017,2893
City Hotel,1,20,2017,5041
City Hotel,1,20,2017,3624
City Hotel,1,552,2017,7574
City Hotel,1,552,2017,7811
City Hotel,1,552,2017,2453
City Hotel,1,552,2017,2761
City Hotel,1,552,2017,4559
City Hotel,1,552,2017,7533
City Hotel,1,65,2017,3622
City Hotel,1,65,2017,4377
City Hotel,1,30,2017,2791
City Hotel,1,21,2017,4589
City Hotel,1,19,2017,7262
City Hotel,1,135,2017,6434
City Hotel,1,21,2017,7610
City Hotel,1,34,2017,5574
City Hotel,1,186,2017,6309
City Hotel,1,19,2017,293
City Hotel,1,29,2017,4569
City Hotel,1,10,2017,2420
City Hotel,1,17,2017,256
City Hotel,1,10,2017,6987
City Hotel,1,31,2017,2237
City Hotel,1,112,2017,2410
City Hotel,1,62,2017,7354
City Hotel,1,62,2017,2848
City Hotel,1,205,2017,3499
City Hotel,1,205,2017,3982
City Hotel,1,8,2017,3999
City Hotel,1,8,2017,2881
City Hotel,1,205,2017,335
City Hotel,1,205,2017,7422
City Hotel,1,24,2017,3372
City Hotel,1,277,2017,3616
City Hotel,1,277,2017,3212
City Hotel,1,29,2017,1363
City Hotel,1,58,2017,6548
City Hotel,1,124,2017,90
City Hotel,1,27,2017,916
City Hotel,1,277,2017,974
City Hotel,1,166,2017,4654
City Hotel,1,165,2017,1005
City Hotel,1,171,2017,4830
City Hotel,1,277,2017,6013
City Hotel,1,124,2017,763
City Hotel,1,124,2017,2973
City Hotel,1,29,2017,5754
City Hotel,1,277,2017,7154
City Hotel,1,277,2017,3933
City Hotel,1,51,2017,1968
City Hotel,1,20,2017,7911
City Hotel,1,52,2017,2782
City Hotel,1,257,2017,33
City Hotel,1,9,2017,3098
City Hotel,1,75,2017,1585
City Hotel,1,43,2017,2369
City Hotel,1,23,2017,3502
City Hotel,1,6,2017,203
City Hotel,1,54,2017,6867
City Hotel,1,38,2017,3648
City Hotel,1,38,2017,5698
City Hotel,1,38,2017,7533
City Hotel,1,38,2017,486
City Hotel,1,38,2017,874
City Hotel,1,38,2017,7310
City Hotel,1,38,2017,3730
City Hotel,1,38,2017,2647
City Hotel,1,38,2017,5419
City Hotel,1,38,2017,5553
City Hotel,1,38,2017,7059
City Hotel,1,38,2017,7713
City Hotel,1,38,2017,7004
City Hotel,1,38,2017,3771
City Hotel,1,38,2017,2824
City Hotel,1,38,2017,3697
City Hotel,1,38,2017,5445
City Hotel,1,38,2017,4495
City Hotel,1,38,2017,4649
City Hotel,1,38,2017,4158
City Hotel,1,38,2017,6025
City Hotel,1,38,2017,1980
City Hotel,1,38,2017,3770
City Hotel,1,74,2017,5746
City Hotel,1,38,2017,7798
City Hotel,1,38,2017,2669
City Hotel,1,38,2017,4407
City Hotel,1,38,2017,4836
City Hotel,1,38,2017,7082
City Hotel,1,38,2017,5291
City Hotel,1,38,2017,5378
City Hotel,1,38,2017,6631
City Hotel,1,38,2017,1351
City Hotel,1,23,2017,6065
City Hotel,1,38,2017,3343
City Hotel,1,38,2017,6178
City Hotel,1,38,2017,1273
City Hotel,1,49,2017,609
City Hotel,1,38,2017,4754
City Hotel,1,38,2017,4600
City Hotel,1,38,2017,4841
City Hotel,1,38,2017,1469
City Hotel,1,38,2017,7028
City Hotel,1,38,2017,1330
City Hotel,1,38,2017,3744
City Hotel,1,38,2017,2167
City Hotel,1,38,2017,5562
City Hotel,1,38,2017,791
City Hotel,1,38,2017,4772
City Hotel,1,38,2017,3858
City Hotel,1,38,2017,366
City Hotel,1,38,2017,2290
City Hotel,1,38,2017,7560
City Hotel,1,38,2017,420
City Hotel,1,38,2017,7977
City Hotel,1,38,2017,3361
City Hotel,1,38,2017,7608
City Hotel,1,38,2017,2038
City Hotel,1,38,2017,2024
City Hotel,1,38,2017,7441
City Hotel,1,38,2017,1160
City Hotel,1,38,2017,4557
City Hotel,1,38,2017,4180
City Hotel,1,38,2017,4633
City Hotel,1,38,2017,525
City Hotel,1,54,2017,6808
City Hotel,1,23,2017,3020
City Hotel,1,38,2017,2389
City Hotel,1,38,2017,257
City Hotel,1,38,2017,3376
City Hotel,1,38,2017,5494
City Hotel,1,38,2017,6133
City Hotel,1,74,2017,6074
City Hotel,1,38,2017,195
City Hotel,1,38,2017,7032
City Hotel,1,38,2017,5633
City Hotel,1,38,2017,3149
City Hotel,1,38,2017,301
City Hotel,1,38,2017,5439
City Hotel,1,38,2017,2041
City Hotel,1,38,2017,2514
City Hotel,1,38,2017,6827
City Hotel,1,32,2017,6468
City Hotel,1,38,2017,7144
City Hotel,1,38,2017,3704
City Hotel,1,18,2017,1981
City Hotel,1,38,2017,7580
City Hotel,1,38,2017,6329
City Hotel,1,38,2017,1165
City Hotel,1,38,2017,4465
City Hotel,1,38,2017,4170
City Hotel,1,38,2017,4611
City Hotel,1,38,2017,5859
City Hotel,1,38,2017,3573
City Hotel,1,38,2017,2625
City Hotel,1,38,2017,7287
City Hotel,1,38,2017,7897
City Hotel,1,38,2017,3159
City Hotel,1,38,2017,7619
City Hotel,1,38,2017,960
City Hotel,1,38,2017,6107
City Hotel,1,270,2017,6964
City Hotel,1,55,2017,3107
City Hotel,1,18,2017,5083
City Hotel,1,134,2017,3355
City Hotel,1,18,2017,1429
City Hotel,1,38,2017,47
City Hotel,1,38,2017,1756
City Hotel,1,38,2017,5206
City Hotel,1,38,2017,2580
City Hotel,1,38,2017,555
City Hotel,1,38,2017,503
City Hotel,1,51,2017,4994
City Hotel,1,18,2017,3790
City Hotel,1,258,2017,7786
City Hotel,1,1,2017,7534
City Hotel,1,253,2017,1889
City Hotel,1,30,2017,1036
City Hotel,1,22,2017,2709
City Hotel,1,18,2017,181
City Hotel,1,114,2017,5860
City Hotel,1,30,2017,4678
City Hotel,1,12,2017,2476
City Hotel,1,22,2017,1938
City Hotel,1,12,2017,6374
City Hotel,1,18,2017,3502
City Hotel,1,12,2017,3225
City Hotel,1,137,2017,7683
City Hotel,1,42,2017,5830
City Hotel,1,25,2017,588
City Hotel,1,23,2017,5705
City Hotel,1,52,2017,3128
City Hotel,1,2,2017,1857
City Hotel,1,71,2017,183
City Hotel,1,359,2017,6119
City Hotel,1,6,2017,5896
City Hotel,1,20,2017,6225
City Hotel,1,2,2017,4725
City Hotel,1,52,2017,385
City Hotel,1,39,2017,6070
City Hotel,1,6,2017,707
City Hotel,1,39,2017,7642
City Hotel,1,46,2017,5153
City Hotel,1,48,2017,4982
City Hotel,1,123,2017,4938
City Hotel,1,123,2017,1942
City Hotel,1,208,2017,6393
City Hotel,1,278,2017,2926
City Hotel,1,208,2017,5517
City Hotel,1,208,2017,2963
City Hotel,1,278,2017,5154
City Hotel,1,327,2017,2926
City Hotel,1,48,2017,7998
City Hotel,1,208,2017,1366
City Hotel,1,278,2017,6381
City Hotel,1,6,2017,5195
City Hotel,1,6,2017,422
City Hotel,1,27,2017,479
City Hotel,1,41,2017,5115
City Hotel,1,21,2017,5341
City Hotel,1,41,2017,2416
City Hotel,1,22,2017,7961
City Hotel,1,29,2017,5095
City Hotel,1,55,2017,6118
City Hotel,1,64,2017,4739
City Hotel,1,29,2017,2190
City Hotel,1,9,2017,3005
City Hotel,1,8,2017,3792
City Hotel,1,160,2017,1093
City Hotel,1,60,2017,6808
City Hotel,1,12,2017,7837
City Hotel,1,117,2017,4479
City Hotel,1,34,2017,2969
City Hotel,1,34,2017,5132
City Hotel,1,34,2017,2905
City Hotel,1,34,2017,6951
City Hotel,1,34,2017,6370
City Hotel,1,107,2017,6692
City Hotel,1,34,2017,2629
City Hotel,1,34,2017,5390
City Hotel,1,55,2017,5542
City Hotel,1,55,2017,6901
City Hotel,1,55,2017,1007
City Hotel,1,55,2017,1937
City Hotel,1,55,2017,2973
City Hotel,1,55,2017,385
City Hotel,1,75,2017,6270
City Hotel,1,55,2017,5330
City Hotel,1,55,2017,2319
City Hotel,1,55,2017,3316
City Hotel,1,55,2017,1379
City Hotel,1,55,2017,6424
City Hotel,1,55,2017,99
City Hotel,1,62,2017,7873
City Hotel,1,55,2017,7535
City Hotel,1,54,2017,7149
City Hotel,1,54,2017,3887
City Hotel,1,54,2017,6178
City Hotel,1,70,2017,4489
City Hotel,1,29,2017,4329
City Hotel,1,54,2017,2088
City Hotel,1,54,2017,3130
City Hotel,1,54,2017,5291
City Hotel,1,54,2017,1738
City Hotel,1,54,2017,6732
City Hotel,1,29,2017,1832
City Hotel,1,54,2017,4829
City Hotel,1,54,2017,709
City Hotel,1,54,2017,7889
City Hotel,1,54,2017,6882
City Hotel,1,54,2017,5639
City Hotel,1,54,2017,7824
City Hotel,1,29,2017,729
City Hotel,1,54,2017,2656
City Hotel,1,54,2017,3980
City Hotel,1,146,2017,2633
City Hotel,1,54,2017,6779
City Hotel,1,54,2017,7030
City Hotel,1,54,2017,3823
City Hotel,1,29,2017,6543
City Hotel,1,54,2017,6984
City Hotel,1,54,2017,4701
City Hotel,1,54,2017,6604
City Hotel,1,54,2017,6903
City Hotel,1,54,2017,473
City Hotel,1,29,2017,620
City Hotel,1,54,2017,4320
City Hotel,1,54,2017,6112
City Hotel,1,54,2017,3850
City Hotel,1,54,2017,4815
City Hotel,1,54,2017,4484
City Hotel,1,54,2017,7415
City Hotel,1,29,2017,775
City Hotel,1,54,2017,5726
City Hotel,1,54,2017,2419
City Hotel,1,29,2017,1265
City Hotel,1,29,2017,2899
City Hotel,1,54,2017,7482
City Hotel,1,54,2017,6310
City Hotel,1,29,2017,4166
City Hotel,1,54,2017,6749
City Hotel,1,54,2017,1553
City Hotel,1,54,2017,7621
City Hotel,1,54,2017,4073
City Hotel,1,54,2017,3227
City Hotel,1,73,2017,3112
City Hotel,1,67,2017,3650
City Hotel,1,74,2017,2088
City Hotel,1,14,2017,4923
City Hotel,1,144,2017,3410
City Hotel,1,143,2017,1461
City Hotel,1,114,2017,2406
City Hotel,1,23,2017,6939
City Hotel,1,22,2017,5849
City Hotel,1,11,2017,418
City Hotel,1,2,2017,1431
City Hotel,1,559,2017,3631
City Hotel,1,559,2017,1340
City Hotel,1,559,2017,5870
City Hotel,1,559,2017,6469
City Hotel,1,559,2017,6662
City Hotel,1,559,2017,3264
City Hotel,1,559,2017,4356
City Hotel,1,559,2017,96
City Hotel,1,559,2017,978
City Hotel,1,559,2017,1935
City Hotel,1,559,2017,4412
City Hotel,1,559,2017,7215
City Hotel,1,559,2017,951
City Hotel,1,559,2017,2974
City Hotel,1,559,2017,3455
City Hotel,1,559,2017,675
City Hotel,1,559,2017,2703
City Hotel,1,12,2017,6338
City Hotel,1,46,2017,5431
City Hotel,1,88,2017,5704
City Hotel,1,49,2017,1441
City Hotel,1,105,2017,2189
City Hotel,1,53,2017,5408
City Hotel,1,72,2017,2803
City Hotel,1,30,2017,3886
City Hotel,1,177,2017,113
City Hotel,1,3,2017,54
City Hotel,1,30,2017,6688
City Hotel,1,130,2017,5766
City Hotel,1,40,2017,5013
City Hotel,1,23,2017,3076
City Hotel,1,76,2017,7358
City Hotel,1,132,2017,4337
City Hotel,1,126,2017,7154
City Hotel,1,28,2017,5304
City Hotel,1,115,2017,44
City Hotel,1,80,2017,5262
City Hotel,1,132,2017,2963
City Hotel,1,4,2017,2729
City Hotel,1,18,2017,7185
City Hotel,1,178,2017,828
City Hotel,1,164,2017,5925
City Hotel,1,56,2017,2931
City Hotel,1,51,2017,5402
City Hotel,1,121,2017,1094
City Hotel,1,279,2017,7120
City Hotel,1,40,2017,5817
City Hotel,1,220,2017,7841
City Hotel,1,65,2017,1762
City Hotel,1,13,2017,5445
City Hotel,1,29,2017,3057
City Hotel,1,131,2017,2066
City Hotel,1,38,2017,4061
City Hotel,1,10,2017,7899
City Hotel,1,15,2017,706
City Hotel,1,18,2017,4559
City Hotel,1,251,2017,6914
City Hotel,1,305,2017,3314
City Hotel,1,305,2017,6519
City Hotel,1,294,2017,3180
City Hotel,1,50,2017,5844
City Hotel,1,256,2017,4277
City Hotel,1,294,2017,5975
City Hotel,1,305,2017,6617
City Hotel,1,74,2017,1970
City Hotel,1,59,2017,845
City Hotel,1,251,2017,4451
City Hotel,1,251,2017,1721
City Hotel,1,83,2017,6404
City Hotel,1,294,2017,5589
City Hotel,1,251,2017,2371
City Hotel,1,305,2017,3208
City Hotel,1,53,2017,32
City Hotel,1,52,2017,4337
City Hotel,1,52,2017,4333
City Hotel,1,52,2017,1679
City Hotel,1,52,2017,5640
City Hotel,1,52,2017,2616
City Hotel,1,42,2017,3217
City Hotel,1,42,2017,4901
City Hotel,1,305,2017,4883
City Hotel,1,66,2017,2253
City Hotel,1,62,2017,7425
City Hotel,1,17,2017,785
City Hotel,1,20,2017,5411
City Hotel,1,40,2017,2702
City Hotel,1,53,2017,6970
City Hotel,1,46,2017,7446
City Hotel,1,12,2017,3314
City Hotel,1,46,2017,5384
City Hotel,1,53,2017,291
City Hotel,1,30,2017,5233
City Hotel,1,43,2017,7369
City Hotel,1,2,2017,5166
City Hotel,1,26,2017,3286
City Hotel,1,2,2017,1162
City Hotel,1,257,2017,1489
City Hotel,1,34,2017,5985
City Hotel,1,145,2017,3381
City Hotel,1,29,2017,5098
City Hotel,1,8,2017,7890
City Hotel,1,59,2017,3260
City Hotel,1,59,2017,6152
City Hotel,1,59,2017,2031
City Hotel,1,59,2017,5823
City Hotel,1,59,2017,4901
City Hotel,1,59,2017,2115
City Hotel,1,59,2017,255
City Hotel,1,59,2017,1163
City Hotel,1,59,2017,4442
City Hotel,1,59,2017,147
City Hotel,1,59,2017,6155
City Hotel,1,59,2017,6751
City Hotel,1,59,2017,5674
City Hotel,1,59,2017,6946
City Hotel,1,59,2017,1322
City Hotel,1,59,2017,5890
City Hotel,1,59,2017,3020
City Hotel,1,59,2017,4038
City Hotel,1,59,2017,5186
City Hotel,1,59,2017,7399
City Hotel,1,59,2017,2267
City Hotel,1,59,2017,7642
City Hotel,1,59,2017,5889
City Hotel,1,59,2017,4045
City Hotel,1,59,2017,1862
City Hotel,1,59,2017,2461
City Hotel,1,59,2017,4140
City Hotel,1,59,2017,6346
City Hotel,1,59,2017,7244
City Hotel,1,59,2017,3168
City Hotel,1,59,2017,6645
City Hotel,1,59,2017,6714
City Hotel,1,244,2017,3644
City Hotel,1,59,2017,6041
City Hotel,1,59,2017,5934
City Hotel,1,59,2017,1737
City Hotel,1,59,2017,1311
City Hotel,1,59,2017,2363
City Hotel,1,59,2017,2240
City Hotel,1,59,2017,3191
City Hotel,1,59,2017,5720
City Hotel,1,28,2017,7914
City Hotel,1,81,2017,197
City Hotel,1,59,2017,696
City Hotel,1,59,2017,6005
City Hotel,1,59,2017,6274
City Hotel,1,59,2017,6058
City Hotel,1,59,2017,2882
City Hotel,1,59,2017,6434
City Hotel,1,59,2017,4185
City Hotel,1,59,2017,2037
City Hotel,1,59,2017,5435
City Hotel,1,59,2017,2814
City Hotel,1,59,2017,2073
City Hotel,1,59,2017,7225
City Hotel,1,59,2017,317
City Hotel,1,59,2017,1954
City Hotel,1,56,2017,435
City Hotel,1,59,2017,2933
City Hotel,1,59,2017,7920
City Hotel,1,59,2017,3299
City Hotel,1,59,2017,2277
City Hotel,1,59,2017,7918
City Hotel,1,59,2017,1696
City Hotel,1,48,2017,2811
City Hotel,1,59,2017,193
City Hotel,1,59,2017,2360
City Hotel,1,59,2017,1369
City Hotel,1,59,2017,3678
City Hotel,1,59,2017,5299
City Hotel,1,59,2017,1559
City Hotel,1,59,2017,6838
City Hotel,1,59,2017,6520
City Hotel,1,139,2017,7533
City Hotel,1,59,2017,6499
City Hotel,1,59,2017,3324
City Hotel,1,59,2017,7590
City Hotel,1,59,2017,1435
City Hotel,1,59,2017,5995
City Hotel,1,59,2017,94
City Hotel,1,59,2017,2280
City Hotel,1,59,2017,2838
City Hotel,1,59,2017,2677
City Hotel,1,59,2017,5659
City Hotel,1,59,2017,7886
City Hotel,1,159,2017,5862
City Hotel,1,120,2017,5797
City Hotel,1,26,2017,2082
City Hotel,1,26,2017,3438
City Hotel,1,12,2017,97
City Hotel,1,16,2017,6730
City Hotel,1,284,2017,6911
City Hotel,1,29,2017,3268
City Hotel,1,78,2017,7128
City Hotel,1,9,2017,3554
City Hotel,1,62,2017,2211
City Hotel,1,12,2017,3936
City Hotel,1,7,2017,801
City Hotel,1,43,2017,6747
City Hotel,1,31,2017,5231
City Hotel,1,101,2017,4467
City Hotel,1,100,2017,3243
City Hotel,1,27,2017,719
City Hotel,1,76,2017,3495
City Hotel,1,53,2017,5346
City Hotel,1,168,2017,7126
City Hotel,1,168,2017,499
City Hotel,1,14,2017,1813
City Hotel,1,168,2017,6006
City Hotel,1,20,2017,1403
City Hotel,1,53,2017,4419
City Hotel,1,65,2017,1468
City Hotel,1,113,2017,2660
City Hotel,1,13,2017,7523
City Hotel,1,13,2017,7432
City Hotel,1,61,2017,5553
City Hotel,1,61,2017,7959
City Hotel,1,61,2017,4252
City Hotel,1,61,2017,1033
City Hotel,1,61,2017,5580
City Hotel,1,61,2017,5170
City Hotel,1,61,2017,136
City Hotel,1,61,2017,1416
City Hotel,1,61,2017,3169
